Page Title,Page Sub Title,Previous Page URL,Filter By Topics,Filter by Date,-,-,-
Gujarati,,,,,Adharam Madhuram Vadanam Madhuram,"અધરં મધુરં, વદનં મધુરં, નયનં મધુરં",http://s768147321.onlinehome.us/DadaReact/PD/page_1369.pdf
Gujarati,,,,,Anadithi  Khada Chhe Vair Bij,"અનાદિથી ખડાં છે વૈર, બીજ",http://s768147321.onlinehome.us/DadaReact/PD/page_1373.pdf
Gujarati,,,,,Darshanavaran Ne Mohini Chadi Jo,દર્શનાવરણ ને મોહીની ચડી જો,http://s768147321.onlinehome.us/DadaReact/PD/page_1375.pdf
Gujarati,,,,diwali-easy to sing,Kali Chaudas Ne Tema Vari Ravivar,"કાળી ચૌદશ ને તેમાં વળી રવિવાર, જ્ઞાનીપુરૂષ",http://s768147321.onlinehome.us/DadaReact/PD/page_1376.pdf
Gujarati,,,,SS,"Pratyaksh Dada Bhagwanni Sakshiye, Simandhar Swamine","પ્રત્યક્ષ દાદા ભગવાનની સાક્ષીએ, સીમંધર સ્વામીને",http://s768147321.onlinehome.us/DadaReact/PD/page_0089.pdf
Gujarati,,,,easy to sing,Dhandho Aevo Shodhavo Jema Hoy Nahi,ધંધો એવો શોધવો જેમાં હોય નહીં હરીફાઈ,http://s768147321.onlinehome.us/DadaReact/PD/page_1379.pdf
Gujarati,,,,,Hu Padni Ked-Mamat Maru Nam,"હું પદની કેદ - મમત, મારું નામ",http://s768147321.onlinehome.us/DadaReact/PD/page_1381.pdf
Gujarati,,,,,Andharani Bhul Chhavare Kapat,"અંધારાની ભૂલ છાવરે કપટ, પોતાની એકુંય",http://s768147321.onlinehome.us/DadaReact/PD/page_1383.pdf
Gujarati,,,,,Murta-Murt Naukar Jay Dada Bhagavan,મૂર્તા-મૂર્ત નૌકાર જય દાદા ભગવાન,http://s768147321.onlinehome.us/DadaReact/PD/page_1385.pdf
Gujarati,,,,,Toru Aaptaputronu Ghumi Rahyu Gamogam,"ટોળું આપ્તપુત્રોનું, ઘૂમી રહ્યું",http://s768147321.onlinehome.us/DadaReact/PD/page_1386.pdf
Gujarati,,,,,Jagatna Sarva Moh Jiti Gaya Te Vitarag Thaya,જગતનાં સર્વ મોહ જીતી ગયાં તે વીતરાગ થયાં,http://s768147321.onlinehome.us/DadaReact/PD/page_1387.pdf
Gujarati,,,,,Jya Bhay Pamechhe Balak Stri Nakki,"જ્યાં 'ભય' પામે છે બાળક-સ્ત્રી, નક્કી",http://s768147321.onlinehome.us/DadaReact/PD/page_1389.pdf
Gujarati,,,,,Nathi Jene Aadi Ya To Nathi Ant,"નથી જેને આદિ, યા તો નથી અંત, એવી",http://s768147321.onlinehome.us/DadaReact/PD/page_1391.pdf
Gujarati,,,,gurupurnima,Aaj Pokaro Dilthi Dadane,આજ પોકારો દીલથી દાદાને,http://s768147321.onlinehome.us/DadaReact/PD/page_1392.pdf
Gujarati,,,,,Swarupnu Gnan Thay Pachhij Nikale,"સ્વરૂપનું 'જ્ઞાન' થાય પછી જ નીકળે",http://s768147321.onlinehome.us/DadaReact/PD/page_1395.pdf
Gujarati,,,,,Nirbhay - Sanrakshak Joi Dilna Kamado,નીર્ભય - સંરક્ષક જોઈ દીલનાં કમાડો ખૂલે,http://s768147321.onlinehome.us/DadaReact/PD/page_1396.pdf
Gujarati,,,,,Swastiki Hunf Aashvashan Siddhasan,"સ્વસ્તિકી હૂંફ આશ્વાસન, સિદ્ધાસન",http://s768147321.onlinehome.us/DadaReact/PD/page_1397.pdf
Gujarati,,,,,Aadi Purush Nij Rasa Gnananjan,આદિ પુરુષ નિજ રસ જ્ઞાનાંજન,http://s768147321.onlinehome.us/DadaReact/PD/page_1398.pdf
Gujarati,,,,,Akshay Samruddha Swayam Rasanand,"અક્ષય સમૃદ્ધ સ્વયં રસાનંદ, કીર્તન નવધા",http://s768147321.onlinehome.us/DadaReact/PD/page_1399.pdf
Gujarati,,,,,Dada Americama Jaine,"દાદા'! અમેરિકા જઈને",http://s768147321.onlinehome.us/DadaReact/PD/page_1400.pdf
Gujarati,,,,,Jevi Jeni Vrutti Jyan Chont Chhe Tyanj,જેવી જેની વૃત્તિ જ્યાં ચોંટ છે ત્યાંજ ચીટકતી,http://s768147321.onlinehome.us/DadaReact/PD/page_1401.pdf
Gujarati,,,,,Hajaro Varshthi Sajjan Thaya Hadadhut,હજ્જારો વર્ષથી સજ્જન થયાં હડધૂત કળીયુગે,http://s768147321.onlinehome.us/DadaReact/PD/page_1402.pdf
Gujarati,,,,,Darshan Dayo Ekvar,દર્શન દ્યો એકવાર,http://s768147321.onlinehome.us/DadaReact/PD/page_1403.pdf
Gujarati,,,,,Gayak Nirbandhan Duniyana,"ગાયક, નિર્બંધન દુનિયાનાં",http://s768147321.onlinehome.us/DadaReact/PD/page_1404.pdf
Gujarati,,,,,Swarup Kirtan Bhakti - Explanation,સ્વરૂપ કિર્તન ભક્તિ - સમજ,http://s768147321.onlinehome.us/DadaReact/PD/page_1406.pdf
Gujarati,,,,easy to sing,He Prabhu Hu Tane Shu Kahu,હે પ્રભુ! હું તને શું કહું? હૈયું ન રહેતું,http://s768147321.onlinehome.us/DadaReact/PD/page_1409.pdf
Gujarati,,,,,Dharma Arth Ne Kam Moksh,"ધર્મ, અર્થ ને કામ મોક્ષ, મનુષભવનું - સપ્તપદી",http://s768147321.onlinehome.us/DadaReact/PD/page_1410.pdf
Gujarati,,,,,Lotaki Aapine Matala Magashe,લોટકી આપી ને માટલાં માંગશે,http://s768147321.onlinehome.us/DadaReact/PD/page_1412.pdf
Gujarati,,,,,Mechanical Chhe Manav Swabhave,"મીકેનીકલ છે, માનવ સ્વભાવે, ભાવ",http://s768147321.onlinehome.us/DadaReact/PD/page_1413.pdf
Gujarati,,,,,Pratham Padthi Aaj Tak Krupa,"પ્રથમ 'પદ'થી આજ તક, કૃપાથી હું",http://s768147321.onlinehome.us/DadaReact/PD/page_1415.pdf
Gujarati,,,,,Aakha Aa Sansarno Ahankar,આખાં આ સંસારનો (હે પ્રભુ શું કહું?),http://s768147321.onlinehome.us/DadaReact/PD/page_1417.pdf
Gujarati,,,,gurupurnima,Sanmukh Dada Nohye Tyare,સન્મુખ દાદા ન્હોયે ત્યારે,http://s768147321.onlinehome.us/DadaReact/PD/page_1418.pdf
Gujarati,,,,,Anubhavta Attarni Surabhi Dhab,અનુભવ અત્તરની સુરભી,http://s768147321.onlinehome.us/DadaReact/PD/page_1419.pdf
Gujarati,,,,,Aatama Aekvar Pote Janavo Joia,આતમા એકવાર પોતે જાણવો જોઈએ,http://s768147321.onlinehome.us/DadaReact/PD/page_1421.pdf
Gujarati,,,,easy to sing,Chetan Pudagal Mishrit Kaya,"ચેતન-પુદગલ, મિશ્રિત કાયા",http://s768147321.onlinehome.us/DadaReact/PD/page_1422.pdf
Gujarati,,,,,Suddhatma Jova Chhe Aevo,શુધાત્મા જોવા છે એવો,http://s768147321.onlinehome.us/DadaReact/PD/page_1423.pdf
Gujarati,,,,,Jagatni Bhashe Ahinu Ahiya,"જગતની ભાષે, અહીંનું અહીંયાં, દૂધનું",http://s768147321.onlinehome.us/DadaReact/PD/page_1425.pdf
Gujarati,,,,,Gunhatit Bhav Bharela Dhuvade,"ગુન્હાતીત ભાવ ભારેલા, ધુંવાડે",http://s768147321.onlinehome.us/DadaReact/PD/page_1431.pdf
Gujarati,,,,,Bijana Dosh Dekhyathi Sakal Sa,"બીજાનાં દોષ દેખ્યાંથી, સકળ સંસાર",http://s768147321.onlinehome.us/DadaReact/PD/page_1433.pdf
Gujarati,,,,,Jevi Andar Bilif Tevu Bahre Va,"જેવી અંદર 'બિલીફ' તેવું બહારે",http://s768147321.onlinehome.us/DadaReact/PD/page_1434.pdf
Gujarati,,,,,Khille Bandhi Gay Ne Koi Di Na,"ખીલ્લે બંધી ગાયને કોઈ 'દિ ના મરાય",http://s768147321.onlinehome.us/DadaReact/PD/page_1435.pdf
Gujarati,,,,,Chh Tatvoni Bhagidari Pati-Pat,"છ તત્વોની ભાગીદારી, પતી-પત્ની સંગ બારજ પૂરા",http://s768147321.onlinehome.us/DadaReact/PD/page_1436.pdf
Gujarati,,,,,Jagat Roop Koyada Sarve,"જગત રૂપ કોયડા સર્વે, 'ડખા'થી આવેલી",http://s768147321.onlinehome.us/DadaReact/PD/page_1438.pdf
Gujarati,,,,,Avastuni Smruti Nodhe Gnan,"અવસ્તુની સ્મૃતિ, નોંધે 'જ્ઞાન' ઊપર ડાઘ પડે",http://s768147321.onlinehome.us/DadaReact/PD/page_1439.pdf
Gujarati,,,,,Jindgi Jivay Chhe Sahare-Sahar,જિંદગી જિવાય છે સહારે-સહારે,http://s768147321.onlinehome.us/DadaReact/PD/page_1440.pdf
Gujarati,,,,,Gnanoday Parityag Varte Chhe V,"જ્ઞાનોદય પરિત્યાગ, વરતે છે વીતરાગ",http://s768147321.onlinehome.us/DadaReact/PD/page_1441.pdf
Gujarati,,,,,Koine Koinu Uparipanu Favatu j,કોઈને કોઈનું ઊપરીપણું ફાવતું જ નૈય,http://s768147321.onlinehome.us/DadaReact/PD/page_1442.pdf
Gujarati,,,,,Ramapir Ramapir - Jay Jay Hind,રામાપીર રામાપીર - જય જય હિન્દ,http://s768147321.onlinehome.us/DadaReact/PD/page_1444.pdf
Gujarati,,,,,Ninda Na Karso Koinee Re,"નીંદા ન કરશો કોઈની રે, જાણી, જ્ઞાની તનું ફરમાન રે",http://s768147321.onlinehome.us/DadaReact/PD/page_1449.pdf
Gujarati,,,,,Lok Juve Chhe Bharna Vyasan,લોક જૂએ છે બ્હારનાં વ્યસન અને આદત,http://s768147321.onlinehome.us/DadaReact/PD/page_1450.pdf
Gujarati,,,,,Mar Khay to Chhutay Nikali Jay,"માર ખાય, તો છૂટાય, નીકળી જાય",http://s768147321.onlinehome.us/DadaReact/PD/page_1452.pdf
Gujarati,,,,,Mara Rudiye Ghutayu Anadithi,મારા રૂદીયે ઘૂંટાયું અનાદિથી જે,http://s768147321.onlinehome.us/DadaReact/PD/page_1453.pdf
Gujarati,,,,,Murakh Shresthonu Apalakhan,"મુરખ શ્રેષ્ઠોનું અપલખણ, અદેખાં-બુદ્ધિ-ઈર્ષ્યાગ્નિ",http://s768147321.onlinehome.us/DadaReact/PD/page_1454.pdf
Gujarati,,,,,Man Vani Kayane Je Samaje,"મન, વાણી, કાયાને જે સમજે",http://s768147321.onlinehome.us/DadaReact/PD/page_1456.pdf
Gujarati,,,,easy to sing,Narasih Mira Akho Tulsi Kabir,"નરસિંહ, મીરાં, અખો, તુલસી, કબીર",http://s768147321.onlinehome.us/DadaReact/PD/page_1457.pdf
Gujarati,,,,,Sarve Jivo Par Anukampa Ne Aha,"સર્વ જીવોપર અનુકંપાને, અહમ ન દુભવે",http://s768147321.onlinehome.us/DadaReact/PD/page_1459.pdf
Gujarati,,,,,Jeni Chhayama Tharata Tan-Man,જેની છાયામાં ઠરતાં તન-મન,http://s768147321.onlinehome.us/DadaReact/PD/page_1460.pdf
Gujarati,,,,,Dhan Mad Joban Takavan Nathi,"ધન, મદ, જોબન ટકવાના નથી, તેની આખો",http://s768147321.onlinehome.us/DadaReact/PD/page_1462.pdf
Gujarati,,,,,Kubuddhi Pap Bandhe Chhe Je,"કુબુદ્ધિ પાપ બાંધે છે, જે ફફડાવે છે કોઈને",http://s768147321.onlinehome.us/DadaReact/PD/page_1464.pdf
Gujarati,,,,,Swa-Ram Sagar Abhed Aektar,"સ્વ-રામ સાગર, અભેદ એકતાર",http://s768147321.onlinehome.us/DadaReact/PD/page_1465.pdf
Gujarati,,,,SS,"Arihant Arihant Jineswara, Shr",અરિહંત અરિહંત જીનેશ્વરા,http://s768147321.onlinehome.us/DadaReact/PD/page_1466.pdf
Gujarati,,,,PT,Chhatifat Rado Kuto Kyanye Na Shodhay,છાતીફાટ રડો કુટો ક્યાંયેના શોધાય,http://s768147321.onlinehome.us/DadaReact/PD/page_1515.pdf
Gujarati,,,,,Nathi Jyan Pote Kani Karyu,"નથી જ્યાં પોતે કાંઈ કર્યું, 'અહંકાર' મેં",http://s768147321.onlinehome.us/DadaReact/PD/page_1469.pdf
Gujarati,,,,,Kavinu Divanapan Kef Vina Chadyu,"કવીનું દીવાના પન, કેફ વીના ચડ્યું",http://s768147321.onlinehome.us/DadaReact/PD/page_1471.pdf
Gujarati,,,,,Vyaktatma Parmatma Abhed Guru,વ્યક્તાત્મા પરમાત્મા અભેદ ગુરૂ,http://s768147321.onlinehome.us/DadaReact/PD/page_1473.pdf
Gujarati,,,,,Aatma Prapt Thaya Sivay Biju,"આત્મા પ્રાપ્ત થયા સિવાય, બીજું જગત",http://s768147321.onlinehome.us/DadaReact/PD/page_1474.pdf
Gujarati,,,,,Nathi Koi Vishavma Janmyo Bagadi,"નથી કોઈ વીશ્વમાં જનમ્યો, બગાડી",http://s768147321.onlinehome.us/DadaReact/PD/page_1476.pdf
Gujarati,,,,,Swa-Tantre Swayam-Sukhi Swayatt,સ્વ-તંત્રે સ્વયં-સુખી સ્વાયત્ત પરિણામ,http://s768147321.onlinehome.us/DadaReact/PD/page_1478.pdf
Gujarati,,,,,Mangalmau Kshin Moh-Jineshwar,મંગલમય ક્ષીણ મોહ-જીનેશ્વર,http://s768147321.onlinehome.us/DadaReact/PD/page_1479.pdf
Gujarati,,,,,Duniyano Karta Koi Chhe Nai,દુનિયાનો કર્તા કોઈ છે નૈ,http://s768147321.onlinehome.us/DadaReact/PD/page_1481.pdf
Gujarati,,,,,Divas Vitavyan Vyakurtama Ratyu,દિવસ વિતાવ્યાં વ્યાકુળતામાં રાત્યું કાઢી રોઈ ,http://s768147321.onlinehome.us/DadaReact/PD/page_1483.pdf
Gujarati,,,,,Vikalpona Vaheta Vari,વિ-કલપોનાં વહેતાં વારી,http://s768147321.onlinehome.us/DadaReact/PD/page_1484.pdf
Gujarati,,,,,Hu Padi Bhadarave Bhinda Jo,હું પદી ભાદરવે ભીંડા જો ઊગીયાં,http://s768147321.onlinehome.us/DadaReact/PD/page_1485.pdf
Gujarati,,,,,Chhoti Moti Khadaki Ne Bhadarana Gam,છોટી મોટી ખડકી ને ભાદરણ ગામ,http://s768147321.onlinehome.us/DadaReact/PD/page_1487.pdf
Gujarati,,,,,Param Krupalu Dada Bhagavan,પરમ કૃપાળુ દાદા ભગવાન,http://s768147321.onlinehome.us/DadaReact/PD/page_1488.pdf
Gujarati,,,,,Je Kahyutu Purve Te Yatharth Aprayas,"જે કહ્યું'તું પૂર્વે તે યથાર્થ અ-પ્રયાસ",http://s768147321.onlinehome.us/DadaReact/PD/MS01-020.pdf
Gujarati,,,,,Bhumika Krupalu Daivi Shastranu,"ભૂમિકા કૃપાળુ દૈવી, શાસ્ત્રનું ભવિષ્ય",http://s768147321.onlinehome.us/DadaReact/PD/MS01-025.pdf
Gujarati,,,,,Lift Moksha Apavad Akramik Rajmarg,"લિફ્ટ મોક્ષ અપવાદ, અક્રમિક રાજમાર્ગ",http://s768147321.onlinehome.us/DadaReact/PD/MS01-031.pdf
Gujarati,,,,,Avataroni Shodhkhol Gnan-Purn,"અવતારોની શોધખોળ, જ્ઞાન-પૂર્ણ",http://s768147321.onlinehome.us/DadaReact/PD/page_1219.pdf
Gujarati,,,,,Sthir-Achal-Himalayma Dhruv-Sindhu,"સ્થિર-અચળ-હિમાલયમાં, ધ્રુવ-સિંધુ",http://s768147321.onlinehome.us/DadaReact/PD/MS01-037.pdf
Gujarati,,,,,Aatashe-Hutashanithi Jalya Jivno,આતશે-હુતાશનીથી જલ્યાં જીવનો,http://s768147321.onlinehome.us/DadaReact/PD/MS01-041.pdf
Gujarati,,,,,Jena Chalan Nota Bhai Gharama,"જેનાં ચલણ નો'તાં ભાઈ ઘરમાં",http://s768147321.onlinehome.us/DadaReact/PD/MS01-073.pdf
Gujarati,,,,,Dambh Rakhi Farechhe Manavi,"દંભ રાખી ફરે છે, માનવી રઘવાયો",http://s768147321.onlinehome.us/DadaReact/PD/MS01-079.pdf
Gujarati,,,,,He Param Jyoti Swarup Murt-Moksh,હે પરમ જ્યોતિ સ્વરૂપ મૂર્ત-મોક્ષ સિદ્ધ,http://s768147321.onlinehome.us/DadaReact/PD/MS01-084.pdf
Gujarati,,,,,Surya Upar Chhavayela Vadarao,સૂર્ય ઉપર છવાયેલાં વાદળાંઓ ઘટાટોપ,http://s768147321.onlinehome.us/DadaReact/PD/MS01-089.pdf
Gujarati,,,,,Jem Chhe Tem Jagat Rachanaro Bap,"જેમ છે તેમ જગત, રચનારો બાપ નથી",http://s768147321.onlinehome.us/DadaReact/PD/MS01-090.pdf
Gujarati,,,,,Jene Jagat Fenki Diye Shalya Tucchkarthi,"જેને જગત ફેંકી દીયે, શલ્ય તુચ્છકારથી",http://s768147321.onlinehome.us/DadaReact/PD/page_1538.pdf
Gujarati,,,,,Avasthama Hu-Pad Mamat Anadi,"અવસ્થામાં 'હું-પદ' 'મમત' અનાદિ",http://s768147321.onlinehome.us/DadaReact/PD/MS01-097.pdf
Gujarati,,,,,Bhutakale Pami ChhuTya Maun,"ભૂતકાળે પામી છૂટ્યાં, મૌન થઈને",http://s768147321.onlinehome.us/DadaReact/PD/MS01-103.pdf
Gujarati,,,,,Ukalyo na koithi jagat koydo ,ઊકલ્યો ન કોઈથી જગત કોયડો,http://s768147321.onlinehome.us/DadaReact/PD/MS02-011.pdf
Gujarati,,,,,sadhak badhakne khoti jadi pavli,સાધક બાધકને ખોટી જડી પાવલી,http://s768147321.onlinehome.us/DadaReact/PD/MS02-012.pdf
Gujarati,,,,,Damarnu pipdu strong acide dhuo,ડામરનું પીપડું સ્ટ્રોંગ એસીડે ધૂઓ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-014.pdf
Gujarati,,,,,"Jagat agyan ma, manoranjan ghana","જગત અજ્ઞાનમાં, મનોરંજન ઘણાં",http://s768147321.onlinehome.us/DadaReact/PD/MS02-019.pdf
Gujarati,,,,,Karan hoy to karya bane chhe,કારણ હોય તો કાર્ય બને છે,http://s768147321.onlinehome.us/DadaReact/PD/MS02-021.pdf
Gujarati,,,,,Anukali abudh mati,અણઊકલી અબુધ મતિ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-023.pdf
Gujarati,,,,,Aek tejpunj no dhodh tratkyo,એક તેજપુંજનો ધોધ ત્રાટક્યો,http://s768147321.onlinehome.us/DadaReact/PD/MS02-024.pdf
Gujarati,,,,,Aishwarya shastra dada nu mukharvind,ઐશ્વર્ય શાસ્ત્ર દાદાનું મુખારવિંદ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-025.pdf
Gujarati,,,,,shakti pragat om namah shivay,શક્તિ પ્રગટ ૐ નમઃશિવાય,http://s768147321.onlinehome.us/DadaReact/PD/MS02-026.pdf
Gujarati,,,,,kevalya bij na phutta ankur,કૈવલ્ય બીજનાં ફૂટતાં અંકૂર,http://s768147321.onlinehome.us/DadaReact/PD/MS02-027.pdf
Gujarati,,,,,munjhavse viprit mati,મૂંઝવશે વિપરીત મતિ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-028.pdf
Gujarati,,,,,jagat kalyan na uday nu nimit,જગત કલ્યાણના ઉદયનું નિમિત્ત,http://s768147321.onlinehome.us/DadaReact/PD/MS02-030.pdf
Gujarati,,,,,kudrati vyavasthit pudgal karamat,કુદરતી વ્યવસ્થિત પુદગલ કરામત,http://s768147321.onlinehome.us/DadaReact/PD/MS02-031.pdf
Gujarati,,,,,Dhanthi ghanu patlu pravahi pur chhe,ધનથી ઘણું પાતળું પ્રવાહી પૂર છે,http://s768147321.onlinehome.us/DadaReact/PD/MS02-032.pdf
Gujarati,,,,,"Roop, ras, gandh, sprarsh parmanuna roopgun","રૂપ, રસ, ગંધ, સ્પર્શ પરમાણનાં રૂપગુણ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-033.pdf
Gujarati,,,,,Bhartiya sanskruti nu padma-bhushan nathi,ભારતીય સંસ્કૃતિનું પદ્મ-ભૂષણ નથી,http://s768147321.onlinehome.us/DadaReact/PD/MS02-034.pdf
Gujarati,,,,,"kudrati ""bhangar"" ma vintayelu ratna chhu","કુદરતી 'ભંગાર'માં વીંટાયેલું રત્ન છું",http://s768147321.onlinehome.us/DadaReact/PD/MS02-035.pdf
Gujarati,,,,,Aankh Roopi Aek Khune,"આંખ 'રૂપી' એક ખૂણે",http://s768147321.onlinehome.us/DadaReact/PD/MS02-036.pdf
Gujarati,,,,,Sanyogi vintani fafdaman,સંયોગી વીંટણી ફફડામણ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-037.pdf
Gujarati,,,,,Kaalni vichitratajagat aakhu ukalat,કાળની વિચિત્રતા જગત આખું ઉકળાટ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-038.pdf
Gujarati,,,,,Karuna krupalu dev pratyaksh sat purush,કરૂણા કૃપાળુ દેવ પ્રત્યક્ષ સતપુરૂષ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-039.pdf
Gujarati,,,,,Bhagidari kevi shobhe?,ભાગીદારી કેવી શોભે?,http://s768147321.onlinehome.us/DadaReact/PD/MS02-040.pdf
Gujarati,,,,,Bhajan nashilu maram bhulyu,ભજન નશીલું મરમ ભૂલ્યું,http://s768147321.onlinehome.us/DadaReact/PD/MS02-041.pdf
Gujarati,,,,,"Padoshini patalai, yug thi bhatakti ","પાડોશીની પટલાઈ, યુગથી ભટકતી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-043.pdf
Gujarati,,,,,Dhartinu fefsu kshaythi sadi gayu chhe,ધરતીનું ફેફસું ક્ષયથી સડી ગયું,http://s768147321.onlinehome.us/DadaReact/PD/MS02-044.pdf
Gujarati,,,,,"Swas aayu indriya, pran bal","શ્વાસ આયુ ઈન્દ્રિય, પ્રાણ બળ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-046.pdf
Gujarati,,,,,Aathdi amasni gujari zindagani,આથડી અમાસની ગુજરી જિંદગાની,http://s768147321.onlinehome.us/DadaReact/PD/MS02-047.pdf
Gujarati,,,,,Samjan vinani shaadi barbadi,સમજણ વીનાની શાદી બરબાદી,http://s768147321.onlinehome.us/DadaReact/PD/MS02-048.pdf
Gujarati,,,,,Pragat ratnatray nischayma,પ્રગટ રત્નત્રય નિશ્ચયમાં,http://s768147321.onlinehome.us/DadaReact/PD/MS02-049.pdf
Gujarati,,,,,"Jagatno swabhav chhe, apbhransh antkadi","જગતનો સ્વભાવ છે, અપભ્રંશ અંતકડી",http://s768147321.onlinehome.us/DadaReact/PD/MS02-050.pdf
Gujarati,,,,,"Man, vani, kaya, adhi-yas","મન, વાણી, કાયા, અધિ-યાસ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-051.pdf
Gujarati,,,,,Zhanda niche dukaan anhi,ઝંડા નીચે દુકાન અહીં,http://s768147321.onlinehome.us/DadaReact/PD/MS02-052.pdf
Gujarati,,,,,jaaliaethi je shreekrushna,જાળીએથી જે શ્રીકૃષ્ણ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-053.pdf
Gujarati,,,,,Akhane chabkhe tulsini daya chhu,અખાને ચાબખે તુલસીની દયા છું,http://s768147321.onlinehome.us/DadaReact/PD/MS02-055.pdf
Gujarati,,,,,Kaal juae aankho fadi,કાળ જુએ આંખો ફાડી,http://s768147321.onlinehome.us/DadaReact/PD/MS02-056.pdf
Gujarati,,,,,Aeran chori soy nu daan,એરણ ચોરી સોયનું દાન,http://s768147321.onlinehome.us/DadaReact/PD/page_1542.pdf
Gujarati,,,,,"Ungh samaye sarjan, prapta fal","ઊંઘ સમયે સર્જન, પ્રાપ્ત ફળ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-060.pdf
Gujarati,,,,,Binmajhab hindma dharma na ramkhan,બિનમઝહબ હિન્દમાં ધર્મનાં રમખાણ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-061.pdf
Gujarati,,,,,Shuddh-upyogi swa-shuddh ramna,શુદ્ધ-ઉપયોગીની સ્વ-શુદ્ધ રમણા,http://s768147321.onlinehome.us/DadaReact/PD/MS02-062.pdf
Gujarati,,,,,"Siddha shuddhatmani, swayam shresth sharafat","સિદ્ધ શુદ્ધાત્માની, સ્વયં શ્રેષ્ઠ શરાફત",http://s768147321.onlinehome.us/DadaReact/PD/MS02-063.pdf
Gujarati,,,,,Lage mithu pani sakar nu mishran,લાગે મીઠું પાણી સાકરનું મિશ્રણ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-064.pdf
Gujarati,,,,,Unghma hato aatma suddh,ઊંઘમાં હતો આત્મ-શુદ્ધ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-065.pdf
Gujarati,,,,,Avasthani anubhuti abudhni,અવસ્થાની અનુભૂતિ અબુધની,http://s768147321.onlinehome.us/DadaReact/PD/MS02-066.pdf
Gujarati,,,,,"Jagatbharnu dharm-mul, karma-mul","જગતભરનું ધર્મ-મૂળ, કર્મ-મૂળ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-067.pdf
Gujarati,,,,,Patal phutyu chhe swarthiae luntyu chhe,પાતાળ ફૂટ્યું છે સ્વાર્થીએ લૂંટ્યું છે,http://s768147321.onlinehome.us/DadaReact/PD/MS02-068.pdf
Gujarati,,,,,Satvik chintan pasti par,સાત્વિક ચિંતન પસ્તી પૂર,http://s768147321.onlinehome.us/DadaReact/PD/MS02-069.pdf
Gujarati,,,,,Paras kadi na lodhu bane,પારસ કદી ન લોઢું બને,http://s768147321.onlinehome.us/DadaReact/PD/MS02-070.pdf
Gujarati,,,,,Purna chandra par tejodvesh,પૂર્ણ ચંન્દ્ર પર તેજોદ્વેષ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-071.pdf
Gujarati,,,,,Aa konu swapna chhe,આ કોનું સ્વપ્ન છે?,http://s768147321.onlinehome.us/DadaReact/PD/MS02-072.pdf
Gujarati,,,,,"Kaaya patni, atrupt pyas","કાયા પત્ની, અતૃપ્ત પ્યાસ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-073.pdf
Gujarati,,,,,Sansari masti kadavma khunchvu,સંસારી મસ્તી કાદવમાં ખૂંચવું,http://s768147321.onlinehome.us/DadaReact/PD/MS02-074.pdf
Gujarati,,,,,Aatmano swabhav sho?,આત્માનો સ્વભાવ શો?,http://s768147321.onlinehome.us/DadaReact/PD/MS02-075.pdf
Gujarati,,,,,Sinhanna dudhne sonanu vasan jhile,સિંહણના દૂધને સોનાનું વાસણ ઝીલે,http://s768147321.onlinehome.us/DadaReact/PD/MS02-076.pdf
Gujarati,,,,,"Janmta j ant chhe, ante sharuaat","જન્મતાં જ અંત છે, અંતે શરુઆત",http://s768147321.onlinehome.us/DadaReact/PD/MS02-079.pdf
Gujarati,,,,,Man maya sagarnu ran,મન માયા સાગરનું રણ,http://s768147321.onlinehome.us/DadaReact/PD/MS02-080.pdf
Gujarati,,,,,Mahadevne munjavan thay,મહાદેવને મૂંઝવણ થાય,http://s768147321.onlinehome.us/DadaReact/PD/MS02-081.pdf
Gujarati,,,,,"Agyan manyatao, par ni upadhi","અજ્ઞાન માન્યતાઓ, પરની ઉપાધિ",http://s768147321.onlinehome.us/DadaReact/PD/MS02-082.pdf
Gujarati,,,,,Pitano prakop chhe?,પિતાનો પ્રકોપ છે?,http://s768147321.onlinehome.us/DadaReact/PD/MS02-083.pdf
Gujarati,,,,,Buddhi-andh agyan divo,બુદ્ધિ-અંધ અજ્ઞાન દીવો,http://s768147321.onlinehome.us/DadaReact/PD/MS02-084.pdf
Gujarati,,,,,Laukik adharmanu phutyu chhe taalvu,લૌકિક અધર્મનું ફૂટ્યું છે તાળવું,http://s768147321.onlinehome.us/DadaReact/PD/MS02-085.pdf
